rank,seed,adj_em,adj_o,adj_d,adj_t,luck,sos_em,sos_o,sos_d,ncsos_em,wins,losses,win_pct,home_win_pct,away_win_pct,power_six,n_champs,n_ffour,n_eeight,home_proxy,massey_rank,home,season,teamID
248.0,,-7.01,101.0,108.0,65.5,0.011,-1.82,101.1,102.9,-2.71,130,170,0.43333333333333335,0.4645161290322581,0.4,0,0,0,0,0.522411308178543,103.0,0,2012,1241
4.0,2.0,26.91,114.0,87.1,66.3,0.027,11.15,108.8,97.6,5.21,261,64,0.803076923076923,0.8497109826589595,0.75,1,1,2,2,0.5472418586023998,13.0,0,2012,1242
23.0,8.0,17.52,109.8,92.3,66.5,-0.024,7.98,107.0,99.1,-3.29,186,134,0.58125,0.6363636363636364,0.5037593984962406,1,0,0,0,0.19133118139550453,46.0,0,2012,1243
318.0,,-17.4,97.4,114.8,62.0,-0.098,1.54,104.2,102.6,4.75,53,233,0.1853146853146853,0.2619047619047619,0.125,0,0,0,0,0.5558964185709012,284.0,0,2012,1244
117.0,,5.29,105.5,100.2,67.1,0.005,0.01,102.2,102.2,-2.78,181,124,0.5934426229508196,0.6583850931677019,0.5208333333333334,0,0,0,0,0.524780726212855,80.0,0,2012,1245
1.0,1.0,32.59,122.2,89.6,65.4,0.032,7.99,106.8,98.8,-1.06,251,74,0.7723076923076924,0.8201058201058201,0.7058823529411765,1,1,2,3,0.8354791050221455,2.0,0,2012,1246
62.0,3.0,11.5,107.3,95.8,67.7,-0.096,1.91,104.4,102.5,-4.87,143,161,0.47039473684210525,0.5426829268292683,0.38571428571428573,0,0,0,0,0.4408438087949319,198.0,0,2012,1247
239.0,,-6.34,106.2,112.5,65.4,0.012,-2.79,101.4,104.2,-0.93,119,169,0.4131944444444444,0.49624060150375937,0.3419354838709677,0,0,0,0,0.4544991532584629,214.0,0,2012,1248
108.0,16.0,6.33,107.6,101.3,66.0,-0.028,-3.98,99.4,103.4,5.21,116,172,0.4027777777777778,0.4918032786885246,0.3373493975903614,0,0,0,0,0.6540633466909027,225.0,0,2012,1249
79.0,15.0,9.29,108.6,99.3,67.6,-0.026,-5.57,100.3,105.8,-5.17,157,132,0.5432525951557093,0.6535433070866141,0.4567901234567901,0,0,0,0,0.48347713041710016,192.0,0,2012,1250
289.0,,-10.8,100.5,111.3,64.3,0.051,-5.54,101.0,106.5,-3.86,150,144,0.5102040816326531,0.5379310344827586,0.48322147651006714,0,0,0,0,0.5325965111170101,217.0,0,2012,1251
212.0,,-3.89,101.0,104.9,68.7,0.016,0.34,103.9,103.6,2.25,143,146,0.49480968858131485,0.5634920634920635,0.44171779141104295,0,0,0,0,0.7490393649073904,238.0,0,2012,1252
36.0,12.0,15.27,111.7,96.4,66.4,-0.047,1.25,104.0,102.8,14.84,139,158,0.468013468013468,0.5826771653543307,0.38235294117647056,0,0,0,0,-0.8145351131063601,93.0,0,2012,1253
162.0,16.0,0.75,108.7,107.9,73.4,0.117,-5.25,99.8,105.0,-2.27,156,145,0.5182724252491694,0.5912408759124088,0.4573170731707317,0,0,0,0,0.3812119246485097,129.0,0,2012,1254
341.0,,-22.94,99.7,122.6,69.1,0.01,-6.78,98.6,105.4,-6.87,76,216,0.2602739726027397,0.29365079365079366,0.23493975903614459,0,0,0,0,0.5909775240148647,308.0,0,2012,1255
192.0,,-2.62,101.1,103.7,67.2,0.053,-1.38,102.4,103.7,-5.21,206,100,0.673202614379085,0.8169934640522876,0.5294117647058824,0,0,0,0,0.34776840194446745,245.0,0,2012,1256
17.0,4.0,20.67,106.2,85.5,66.1,0.031,10.06,108.6,98.6,0.11,232,83,0.7365079365079366,0.8064516129032258,0.6356589147286822,1,1,1,2,0.47284472480427453,9.0,0,2012,1257
140.0,,2.73,102.1,99.4,66.1,0.057,0.26,104.2,104.0,-0.84,124,169,0.4232081911262799,0.4370860927152318,0.4084507042253521,0,0,0,0,-0.7960507358995457,175.0,0,2012,1258
129.0,15.0,3.91,103.9,100.0,63.6,0.114,-2.7,101.8,104.5,-0.69,128,165,0.43686006825938567,0.5887096774193549,0.3254437869822485,0,0,0,0,0.3469209852825492,143.0,0,2012,1259
288.0,,-10.75,95.3,106.1,59.5,-0.055,-0.46,101.9,102.3,-3.72,164,138,0.543046357615894,0.6052631578947368,0.48,0,0,0,0,0.8389033380601072,206.0,0,2012,1260
98.0,6.0,7.34,101.8,94.5,65.1,0.021,5.64,105.9,100.2,-1.87,189,123,0.6057692307692307,0.6918918918918919,0.48031496062992124,1,0,0,0,0.43883517745925693,115.0,0,2012,1261
,,,,,,,,,,,87,139,0.38495575221238937,0.4791666666666667,0.3153846153846154,0,0,0,0,0.48347713041710016,,0,2012,1262
271.0,,-9.32,96.9,106.2,66.9,-0.042,-6.96,99.2,106.2,-3.94,61,215,0.2210144927536232,0.3185840707964602,0.15337423312883436,0,0,0,0,0.3929121076613433,269.0,0,2012,1263
128.0,,3.91,103.3,99.4,67.0,-0.022,-4.4,100.6,105.0,-5.06,146,159,0.4786885245901639,0.5217391304347826,0.4431137724550898,0,0,0,0,0.35657148937124006,251.0,0,2012,1264
254.0,,-8.05,98.7,106.8,67.5,0.049,-3.85,100.6,104.4,-4.5,95,206,0.31561461794019935,0.36666666666666664,0.26490066225165565,0,0,0,0,0.341353636046696,256.0,0,2012,1265
18.0,3.0,20.22,111.5,91.3,70.0,0.042,8.24,106.6,98.3,-0.95,191,122,0.610223642172524,0.6756756756756757,0.515625,1,0,0,0,0.7572170167098792,22.0,0,2012,1266
78.0,5.0,9.32,109.4,100.1,65.2,0.026,5.94,106.0,100.1,4.25,159,152,0.5112540192926045,0.6358024691358025,0.37583892617449666,0,0,0,0,0.42984305508559373,58.0,0,2012,1267
134.0,,3.37,106.7,103.4,66.2,0.092,5.05,105.3,100.3,-3.31,209,107,0.6613924050632911,0.75,0.53125,1,0,0,0,0.5267834164501992,69.0,0,2012,1268
74.0,5.0,9.83,106.2,96.3,73.2,0.055,3.72,105.0,101.2,-4.83,159,146,0.521311475409836,0.5882352941176471,0.43703703703703706,0,0,0,0,0.23588239757884044,296.0,0,2012,1269
221.0,,-4.75,100.9,105.7,64.2,0.043,-2.44,100.8,103.3,5.64,86,177,0.3269961977186312,0.43119266055045874,0.2532467532467532,0,0,0,0,0.1554647707721727,241.0,0,2012,1270
,,,,,,,,,,,66,205,0.24354243542435425,0.3619047619047619,0.1686746987951807,0,0,0,0,0.3751498439516513,339.0,0,2012,1271
12.0,8.0,21.9,114.2,92.3,67.5,-0.064,5.1,104.9,99.8,6.96,213,107,0.665625,0.7213930348258707,0.5714285714285714,0,0,1,1,0.5965151677590637,11.0,0,2012,1272
96.0,,7.71,105.1,97.4,64.2,0.02,-0.87,103.0,103.8,0.8,166,136,0.5496688741721855,0.6216216216216216,0.4805194805194805,0,0,0,0,0.8354791050221455,244.0,0,2012,1273
47.0,2.0,13.18,111.0,97.9,63.6,-0.038,5.45,105.3,99.9,1.06,191,124,0.6063492063492063,0.6436781609195402,0.5602836879432624,1,0,0,0,0.5457835890121007,27.0,0,2012,1274
191.0,,-2.61,102.4,105.1,59.5,-0.038,3.27,105.1,101.8,5.56,111,184,0.376271186440678,0.4966442953020134,0.2534246575342466,0,0,0,0,0.8143331157631111,173.0,0,2012,1275
22.0,4.0,17.52,114.3,96.8,60.1,0.058,10.65,109.0,98.3,-0.11,227,92,0.7115987460815048,0.7873563218390804,0.6206896551724138,1,0,1,1,0.7686811760890235,18.0,0,2012,1276
3.0,1.0,27.87,114.7,86.9,64.3,-0.027,10.21,108.6,98.4,-1.07,242,84,0.7423312883435583,0.7734806629834254,0.7034482758620689,1,0,1,2,0.7751116048823946,23.0,0,2012,1277
52.0,6.0,12.77,108.5,95.8,63.9,0.018,8.15,107.8,99.6,-5.15,172,147,0.5391849529780565,0.654639175257732,0.36,1,0,0,0,0.8235391176766849,45.0,0,2012,1278
95.0,2.0,7.75,104.7,96.9,65.4,0.066,6.08,105.7,99.6,0.73,188,132,0.5875,0.6536312849162011,0.5035460992907801,1,0,0,0,0.524780726212855,56.0,0,2012,1279
77.0,4.0,9.35,111.7,102.4,63.9,0.007,3.39,104.3,101.0,-4.08,166,150,0.5253164556962026,0.6052631578947368,0.40476190476190477,1,0,0,0,0.8354791050221455,119.0,0,2012,1280
7.0,2.0,25.28,125.1,99.8,65.4,0.017,5.8,105.7,99.9,-6.18,166,147,0.5303514376996805,0.6141304347826086,0.4108527131782946,1,0,0,0,0.6879708151645995,25.0,0,2012,1281
284.0,,-10.48,99.8,110.3,62.7,-0.021,-2.6,103.5,106.1,-4.18,100,186,0.34965034965034963,0.4198473282442748,0.2903225806451613,0,0,0,0,0.5808598335574298,312.0,0,2012,1282
86.0,,8.23,105.3,97.1,62.4,-0.093,4.7,105.9,101.2,4.09,143,160,0.47194719471947194,0.5272727272727272,0.4057971014492754,0,0,0,0,0.24753829240411673,151.0,0,2012,1283
290.0,,-11.29,97.0,108.3,68.0,0.061,-2.57,101.8,104.3,3.05,160,152,0.5128205128205128,0.5704225352112676,0.4647058823529412,0,0,0,0,0.4181515136703322,279.0,0,2012,1284
104.0,13.0,6.76,103.7,96.9,64.2,0.064,-5.3,102.5,107.8,-0.72,188,104,0.6438356164383562,0.746268656716418,0.5569620253164557,0,0,0,0,-0.33211036724359233,140.0,0,2012,1285
291.0,,-11.84,97.3,109.1,66.2,0.028,-5.39,101.7,107.1,-3.02,116,168,0.4084507042253521,0.5158730158730159,0.3227848101265823,0,0,0,0,-0.4429485779035971,330.0,0,2012,1286
198.0,,-2.75,100.5,103.2,59.8,0.027,-2.41,102.1,104.5,3.82,139,158,0.468013468013468,0.5648854961832062,0.39156626506024095,0,0,0,0,0.7490393649073904,148.0,0,2012,1287
252.0,,-7.93,99.3,107.2,65.8,-0.106,-5.67,99.0,104.6,4.4,112,174,0.3916083916083916,0.4380165289256198,0.3575757575757576,0,0,0,0,0.48347713041710016,218.0,0,2012,1288
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2012,1289
,,,,,,,,,,,67,239,0.21895424836601307,0.37623762376237624,0.14146341463414633,0,0,0,0,0.5960452808910783,301.0,0,2012,1290
294.0,,-12.21,93.4,105.6,62.6,-0.051,-4.56,100.2,104.8,0.43,135,167,0.4470198675496689,0.616,0.327683615819209,0,0,0,0,0.40953584089090556,239.0,0,2012,1291
49.0,4.0,12.92,108.5,95.6,65.4,-0.003,-0.13,103.1,103.3,4.47,184,118,0.609271523178808,0.6209150326797386,0.5973154362416108,0,0,0,0,0.7227564859915653,168.0,0,2012,1292
35.0,6.0,15.34,108.5,93.2,65.0,0.031,-2.34,102.9,105.2,3.63,197,89,0.6888111888111889,0.7410071942446043,0.6394557823129252,0,0,0,0,0.7308509624174221,182.0,0,2012,1293
257.0,,-8.31,104.8,113.1,65.8,-0.055,-3.05,102.4,105.5,5.59,131,146,0.4729241877256318,0.544,0.4144736842105263,0,0,0,0,0.029954747734213583,247.0,0,2012,1294
163.0,,0.69,106.0,105.4,66.0,-0.055,-3.33,102.6,105.9,-5.53,182,113,0.6169491525423729,0.712,0.5470588235294118,0,0,0,0,0.40134036579342425,160.0,0,2012,1295
330.0,,-19.58,90.3,109.9,62.1,-0.022,-2.39,101.9,104.3,-4.21,110,178,0.3819444444444444,0.5034965034965035,0.2620689655172414,0,0,0,0,0.3646897301904203,325.0,0,2012,1296
,,,,,,,,,,,139,122,0.5325670498084292,0.6209677419354839,0.45255474452554745,0,0,0,0,0.7178383367733192,,0,2012,1297
329.0,,-19.15,91.4,110.6,59.5,-0.055,-4.03,101.8,105.8,-4.85,121,169,0.41724137931034483,0.4782608695652174,0.3618421052631579,0,0,0,0,0.46483774455383564,294.0,0,2012,1298
300.0,,-13.18,94.0,107.2,68.1,-0.024,-5.08,100.7,105.8,6.39,113,184,0.38047138047138046,0.5371900826446281,0.2727272727272727,0,0,0,0,0.5177178404971727,276.0,0,2012,1299
215.0,,-4.09,97.7,101.8,65.5,-0.063,-6.31,99.0,105.3,7.35,162,115,0.5848375451263538,0.7352941176470589,0.49714285714285716,0,0,0,0,0.47284472480427453,283.0,0,2012,1300
43.0,11.0,14.22,112.1,97.9,67.0,-0.004,6.22,105.9,99.7,1.18,194,126,0.60625,0.6666666666666666,0.512,1,0,0,0,0.4624974919113296,76.0,0,2012,1301
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2012,1302
333.0,,-20.56,97.1,117.6,70.4,-0.054,-1.49,102.5,104.0,-0.42,115,161,0.4166666666666667,0.5309734513274337,0.3374233128834356,0,0,0,0,0.05716929888828548,315.0,0,2012,1303
152.0,,1.62,103.4,101.7,61.5,0.034,8.58,108.4,99.8,-4.92,138,174,0.4423076923076923,0.5469613259668509,0.29770992366412213,1,0,0,0,0.471285456542351,39.0,0,2012,1304
106.0,5.0,6.52,105.9,99.4,64.2,0.126,-2.09,102.6,104.6,-5.97,193,116,0.6245954692556634,0.66875,0.5771812080536913,0,0,0,0,-0.5937142099459927,102.0,0,2012,1305
293.0,,-12.1,90.7,102.8,64.5,0.017,-9.01,98.2,107.2,-8.89,109,165,0.3978102189781022,0.49206349206349204,0.31756756756756754,0,0,0,0,0.1846982151590365,264.0,0,2012,1306
20.0,5.0,19.45,110.8,91.4,65.5,0.003,2.65,103.9,101.3,-4.16,184,125,0.5954692556634305,0.6449704142011834,0.5357142857142857,0,0,0,0,0.07476467174486545,33.0,0,2012,1307
65.0,13.0,11.22,109.3,98.1,69.4,-0.041,-0.88,103.4,104.3,-0.87,224,76,0.7466666666666667,0.8214285714285714,0.68125,0,0,0,0,-0.3490738232777093,107.0,0,2012,1308
,,,,,,,,,,,86,147,0.36909871244635195,0.5053763440860215,0.2785714285714286,0,0,0,0,0.28800419333522187,,0,2012,1309
245.0,,-6.79,103.1,109.9,67.3,0.041,-2.21,101.8,104.0,1.13,118,191,0.3818770226537217,0.44966442953020136,0.31875,0,0,0,0,0.341353636046696,292.0,0,2012,1310
325.0,,-18.45,100.8,119.2,64.8,0.048,-3.73,99.7,103.4,0.86,116,160,0.42028985507246375,0.5648148148148148,0.3273809523809524,0,0,0,0,0.09486286729827742,305.0,0,2012,1311
299.0,,-13.11,96.6,109.7,64.1,-0.025,-9.71,97.9,107.6,-4.54,118,152,0.43703703703703706,0.5517241379310345,0.35064935064935066,0,0,0,0,0.27706933180737126,303.0,0,2012,1312
183.0,15.0,-1.82,100.9,102.7,66.6,0.189,-6.31,100.3,106.6,1.39,167,129,0.5641891891891891,0.608,0.5321637426900585,0,0,0,0,0.37420953011583247,310.0,0,2012,1313
6.0,1.0,25.44,116.1,90.7,70.9,0.016,7.41,107.2,99.8,1.89,237,93,0.7181818181818181,0.75,0.6835443037974683,1,1,1,2,0.6096725401624998,1.0,0,2012,1314
259.0,,-8.45,95.9,104.3,66.6,0.026,-7.34,98.9,106.3,-0.56,120,165,0.42105263157894735,0.5172413793103449,0.35502958579881655,0,0,0,0,0.4725206648953192,297.0,0,2012,1315
186.0,,-1.93,103.1,105.1,65.3,0.065,1.09,103.4,102.3,6.75,142,154,0.4797297297297297,0.6752136752136753,0.35195530726256985,0,0,0,0,0.16991298181294778,213.0,0,2012,1316
167.0,,0.41,100.7,100.3,67.8,-0.041,-2.66,100.4,103.0,-1.36,133,157,0.4586206896551724,0.5364238410596026,0.37410071942446044,0,0,0,0,0.8143331157631111,252.0,0,2012,1317
189.0,,-2.22,100.5,102.7,63.6,0.038,1.17,102.4,101.2,5.08,172,137,0.5566343042071198,0.5285714285714286,0.5798816568047337,0,0,0,0,0.18671926879122147,130.0,0,2012,1318
340.0,,-22.81,89.8,112.6,64.6,-0.002,-4.42,101.7,106.1,-1.63,91,201,0.3116438356164384,0.3533834586466165,0.27672955974842767,0,0,0,0,-0.9676831255794258,226.0,0,2012,1319
75.0,7.0,9.57,106.9,97.3,61.6,0.002,5.57,106.7,101.1,4.18,173,128,0.574750830564784,0.6560509554140127,0.4861111111111111,0,0,0,0,0.6105934104037813,84.0,0,2012,1320
72.0,4.0,10.53,114.8,104.3,62.5,0.049,8.54,107.5,98.9,-1.79,146,165,0.4694533762057878,0.521505376344086,0.392,1,0,0,0,0.8235391176766849,17.0,0,2012,1321
227.0,,-5.39,97.3,102.7,69.3,0.005,-3.69,100.6,104.3,2.78,108,161,0.40148698884758366,0.5045871559633027,0.33125,0,0,0,0,0.2872026851604056,287.0,0,2012,1322
42.0,7.0,14.22,110.9,96.7,60.2,0.032,6.94,106.4,99.4,-4.28,201,122,0.6222910216718266,0.6852791878172588,0.5238095238095238,1,0,0,0,0.4624974919113296,28.0,0,2012,1323
149.0,,1.72,114.4,112.7,69.7,0.021,-0.16,103.8,104.0,5.28,157,154,0.5048231511254019,0.581081081081081,0.43558282208588955,0,0,0,0,1.0,60.0,0,2012,1324
57.0,13.0,11.88,106.6,94.7,66.0,0.022,0.8,103.6,102.8,-2.97,177,125,0.5860927152317881,0.6727272727272727,0.48175182481751827,0,0,0,0,0.566631443154896,131.0,0,2012,1325
2.0,2.0,30.07,118.1,88.1,66.9,-0.05,10.1,108.9,98.8,-3.34,223,102,0.6861538461538461,0.755,0.576,1,0,1,2,0.7686811760890235,3.0,0,2012,1326
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2012,1327
105.0,,6.64,105.4,98.8,66.6,-0.017,6.61,107.3,100.7,-6.37,187,121,0.6071428571428571,0.6982248520710059,0.49640287769784175,1,0,0,0,0.34288481911651003,85.0,0,2012,1328
97.0,,7.62,107.1,99.5,65.5,-0.016,9.87,107.8,97.9,3.38,176,139,0.5587301587301587,0.6067415730337079,0.49635036496350365,1,0,0,0,0.1364494754145199,89.0,0,2012,1329
111.0,,6.08,102.0,95.9,64.5,-0.006,-0.01,102.7,102.7,4.47,184,129,0.5878594249201278,0.6104651162790697,0.5602836879432624,0,0,0,0,0.8143331157631111,78.0,0,2012,1330
91.0,4.0,8.04,111.8,103.7,63.2,0.063,-2.41,102.7,105.1,0.56,136,154,0.4689655172413793,0.5873015873015873,0.3780487804878049,0,0,0,0,0.28205067270786355,109.0,0,2012,1331
59.0,3.0,11.81,114.2,102.4,66.8,0.039,3.43,103.9,100.5,-3.09,239,83,0.7422360248447205,0.8085106382978723,0.6492537313432836,1,0,0,0,-0.9836052691060997,61.0,0,2012,1332
87.0,,8.22,111.0,102.7,70.0,-0.059,1.98,103.8,101.9,-8.02,154,154,0.5,0.5777777777777777,0.390625,1,0,0,0,0.041300085146741106,267.0,0,2012,1333
278.0,,-10.07,97.8,107.8,61.5,-0.027,-3.07,102.9,105.9,-2.2,122,162,0.4295774647887324,0.496551724137931,0.3597122302158273,0,0,0,0,-0.937604965029885,307.0,0,2012,1334
139.0,,2.88,104.0,101.1,62.0,0.058,-0.38,102.9,103.2,1.73,124,136,0.47692307692307695,0.5039370078740157,0.45112781954887216,0,0,0,0,0.4408438087949319,204.0,0,2012,1335
133.0,,3.38,102.9,99.5,63.1,-0.024,8.23,108.5,100.3,-3.35,153,163,0.48417721518987344,0.5489130434782609,0.3939393939393939,1,0,0,0,0.21353630645697474,90.0,0,2012,1336
281.0,,-10.41,94.6,105.0,60.8,0.016,-0.67,104.0,104.6,-5.03,122,173,0.4135593220338983,0.44370860927152317,0.3819444444444444,0,0,0,0,-0.8252912015844369,208.0,0,2012,1337
64.0,,11.34,113.4,102.0,62.3,-0.036,6.05,106.1,100.1,-2.78,168,147,0.5333333333333333,0.5989583333333334,0.43089430894308944,1,0,0,0,0.6875106500938828,10.0,0,2012,1338
279.0,,-10.21,99.3,109.5,66.4,0.017,4.57,106.2,101.6,8.7,87,203,0.3,0.3184713375796178,0.2781954887218045,0,0,0,0,-0.9676831255794258,197.0,0,2012,1339
205.0,,-3.36,108.0,111.4,66.1,-0.004,-4.45,101.9,106.4,1.72,124,152,0.4492753623188406,0.5634920634920635,0.35333333333333333,0,0,0,0,0.029954747734213583,300.0,0,2012,1340
322.0,,-18.01,85.5,103.5,70.0,0.045,-11.52,95.2,106.7,7.38,134,170,0.4407894736842105,0.6194690265486725,0.33507853403141363,0,0,0,0,0.09707187567765652,340.0,0,2012,1341
251.0,,-7.61,102.8,110.4,59.4,0.023,-6.08,100.9,107.0,-2.31,76,205,0.2704626334519573,0.359375,0.19607843137254902,0,0,0,0,0.4943984894487444,257.0,0,2012,1342
100.0,,7.26,107.8,100.5,62.5,-0.018,0.94,102.9,101.9,3.09,149,97,0.6056910569105691,0.6696428571428571,0.5522388059701493,0,0,0,0,0.4150934683294901,81.0,0,2012,1343
126.0,,4.09,110.1,106.0,65.2,-0.012,5.33,104.7,99.3,-10.96,191,128,0.5987460815047022,0.6559139784946236,0.518796992481203,1,0,0,0,0.5164588677508811,100.0,0,2012,1344
30.0,10.0,16.25,116.2,99.9,64.3,-0.003,8.81,108.4,99.6,-2.64,208,112,0.65,0.7105263157894737,0.5615384615384615,1,0,0,0,0.9434693691822807,9.0,0,2012,1345
153.0,,1.44,104.0,102.5,65.6,-0.071,-4.68,100.5,105.2,-2.22,139,160,0.46488294314381273,0.5031847133757962,0.4225352112676056,0,0,0,0,0.2926911798184131,240.0,0,2012,1346
313.0,,-16.7,90.1,106.8,64.1,-0.064,-4.34,101.9,106.3,-0.01,147,147,0.5,0.5307692307692308,0.47560975609756095,0,0,0,0,0.6054397776516944,289.0,0,2012,1347
225.0,,-5.13,102.7,107.8,66.5,-0.047,3.63,104.5,100.9,0.01,164,142,0.5359477124183006,0.6,0.46099290780141844,0,0,0,0,0.32827133752216775,146.0,0,2012,1348
148.0,,1.85,100.9,99.0,67.9,-0.007,0.91,102.9,101.9,-2.72,104,186,0.3586206896551724,0.39215686274509803,0.32116788321167883,0,0,0,0,0.42984305508559373,122.0,0,2012,1349
109.0,,6.13,109.3,103.2,62.8,-0.047,3.84,104.9,101.1,0.41,169,140,0.5469255663430421,0.6011560693641619,0.47794117647058826,0,0,0,0,0.4545969113309978,136.0,0,2012,1350
223.0,,-4.96,104.3,109.3,67.4,-0.002,-1.34,102.4,103.8,2.06,159,149,0.5162337662337663,0.5714285714285714,0.47023809523809523,0,0,0,0,0.566631443154896,126.0,0,2012,1351
123.0,,4.96,105.9,100.9,63.0,0.04,-2.99,101.2,104.2,3.95,164,150,0.5222929936305732,0.6287878787878788,0.44505494505494503,0,0,0,0,0.6931363301133481,161.0,0,2012,1352
120.0,,5.14,102.0,96.9,65.3,-0.048,5.92,106.2,100.3,-5.35,132,178,0.4258064516129032,0.526595744680851,0.27049180327868855,1,0,0,0,0.40483643211120435,104.0,0,2012,1353
343.0,,-24.49,92.4,116.9,68.5,-0.029,-6.2,99.7,105.9,0.3,73,210,0.2579505300353357,0.38738738738738737,0.1744186046511628,0,0,0,0,0.43012444710653663,306.0,0,2012,1354
61.0,14.0,11.62,113.7,102.1,64.8,0.03,-1.92,103.2,105.1,2.04,206,92,0.6912751677852349,0.828125,0.5882352941176471,0,0,0,0,0.2999295979847795,165.0,0,2012,1355
222.0,,-4.79,99.2,104.0,64.8,-0.05,4.14,104.9,100.7,-0.27,145,163,0.4707792207792208,0.5555555555555556,0.3767123287671233,0,0,0,0,0.8184346340107895,185.0,0,2012,1356
232.0,,-5.99,102.6,108.6,66.0,-0.027,-5.27,100.0,105.3,-3.97,118,178,0.39864864864864863,0.46825396825396826,0.34705882352941175,0,0,0,0,0.31520254149384597,246.0,0,2012,1357
287.0,,-10.62,89.8,100.4,62.5,-0.012,-2.61,101.0,103.6,3.89,159,128,0.554006968641115,0.6328125,0.49056603773584906,0,0,0,0,0.6540633466909027,262.0,0,2012,1358
285.0,,-10.53,102.1,112.6,61.6,0.023,-3.84,100.9,104.8,2.98,105,187,0.3595890410958904,0.43609022556390975,0.29559748427672955,0,0,0,0,0.5835138842117742,285.0,0,2012,1359
218.0,,-4.29,102.0,106.3,65.3,0.004,0.24,102.9,102.7,-2.32,121,168,0.4186851211072664,0.41830065359477125,0.41911764705882354,0,0,0,0,-0.9987874758406587,249.0,0,2012,1360
66.0,6.0,11.16,107.0,95.8,65.8,0.059,3.33,104.8,101.5,-3.76,229,81,0.7387096774193549,0.7716049382716049,0.7027027027027027,0,0,0,0,-0.7817596939146141,53.0,0,2012,1361
145.0,,2.28,109.0,106.7,67.9,-0.001,-1.44,102.3,103.8,-5.75,165,136,0.5481727574750831,0.5508982035928144,0.5447761194029851,0,0,0,0,-0.9715016315066167,79.0,0,2012,1362
275.0,,-9.6,100.2,109.8,63.9,-0.045,-1.48,103.5,105.0,-4.91,54,225,0.1935483870967742,0.22916666666666666,0.15555555555555556,0,0,0,0,-0.999380505474047,180.0,0,2012,1363
107.0,,6.37,111.1,104.7,63.6,-0.009,-1.45,102.8,104.3,6.04,165,120,0.5789473684210527,0.640625,0.5286624203821656,0,0,0,0,-0.87319049672713,137.0,0,2012,1364
276.0,,-9.91,103.6,113.5,65.2,-0.075,0.28,103.5,103.3,-2.25,129,161,0.44482758620689655,0.46153846153846156,0.4214876033057851,0,0,0,0,-0.937604965029885,62.0,0,2012,1365
182.0,8.0,-1.73,95.2,96.9,62.8,0.065,-7.51,98.1,105.6,0.09,102,134,0.4322033898305085,0.6020408163265306,0.3115942028985507,0,0,0,0,0.43012444710653663,232.0,0,2012,1366
136.0,,3.22,103.1,99.9,67.0,0.032,-0.63,103.6,104.2,1.07,110,178,0.3819444444444444,0.4793388429752066,0.31137724550898205,0,0,0,0,0.4943984894487444,327.0,0,2012,1367
301.0,,-13.46,86.5,99.9,63.0,0.011,-6.69,99.3,106.0,-4.72,109,181,0.3758620689655172,0.5210084033613446,0.27485380116959063,0,0,0,0,0.8628319217373716,275.0,0,2012,1368
,,,,,,,,,,,107,183,0.3689655172413793,0.4393939393939394,0.310126582278481,0,0,0,0,0.8043412685703206,268.0,0,2012,1369
226.0,,-5.25,98.7,104.0,74.4,-0.071,-4.76,102.3,107.1,-2.17,117,155,0.43014705882352944,0.5208333333333334,0.328125,0,0,0,0,-0.7663641477399927,263.0,0,2012,1370
55.0,1.0,12.19,106.7,94.6,64.8,0.001,5.47,105.9,100.4,-3.76,190,127,0.5993690851735016,0.6491228070175439,0.541095890410959,1,0,0,0,0.3467967623174496,34.0,0,2012,1371
155.0,,1.29,97.3,96.0,58.6,-0.059,-6.16,98.2,104.4,-3.79,204,71,0.7418181818181818,0.808,0.6866666666666666,0,0,0,0,0.6540633466909027,207.0,0,2012,1372
231.0,,-5.62,97.3,103.0,64.5,0.043,-2.61,101.6,104.2,-1.51,143,162,0.46885245901639344,0.5714285714285714,0.36423841059602646,0,0,0,0,0.31944772630116125,203.0,0,2012,1373
200.0,,-2.92,98.0,100.9,59.3,-0.03,0.88,103.5,102.6,-3.0,191,109,0.6366666666666667,0.7076023391812866,0.5426356589147286,0,0,0,0,0.5457835890121007,177.0,0,2012,1374
210.0,,-3.57,101.1,104.6,64.8,0.104,-2.69,101.2,103.9,-3.25,131,159,0.4517241379310345,0.5273972602739726,0.375,0,0,0,0,0.3621420792061828,323.0,0,2012,1375
164.0,,0.63,103.5,102.9,61.7,-0.069,5.9,105.5,99.6,-5.23,153,153,0.5,0.559322033898305,0.4186046511627907,1,0,0,0,0.475542523546328,91.0,0,2012,1376
283.0,,-10.47,99.0,109.5,68.0,-0.016,-3.31,103.4,106.7,-7.48,135,149,0.4753521126760563,0.5037593984962406,0.4503311258278146,0,0,0,0,0.40134036579342425,250.0,0,2012,1377
48.0,12.0,13.13,103.9,90.8,58.5,0.04,8.17,107.2,99.0,1.27,116,188,0.3815789473684211,0.4371584699453552,0.2975206611570248,0,0,0,0,0.1392693367222798,98.0,0,2012,1378
68.0,9.0,10.83,111.2,100.4,63.8,0.041,4.41,104.7,100.3,2.32,133,153,0.46503496503496505,0.562962962962963,0.37748344370860926,0,0,0,0,-0.04122177066874344,63.0,0,2012,1379
